id,date,text,tickers,tickers_from_tags,tickers_from_keywords,has_media,ticker,company_name,industry,news_type,clean_text,sentiment_compound,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_category,event_earnings,event_dividends,event_mergers_acquisitions,event_regulatory,event_management,event_products,event_macroeconomic,has_event,event_impact,event_direction
54559,2025-03-28,"Используй **систему Технического анализа** от группы headlines. Мы ежедневно отслеживаем около 50 инструментов: акции РФ, FOREX, акции США, индексы, золото, серебро, нефть, природный газ, крипту. 

На графике можно видеть, как хорошо отработала система по индексу Hong Kong 50. Цифры над графиком означают, что нужно держать длинную позицию.

Больше графиков с рейтингами в [**headlines TA**](https://t.me/headlines_TA_bot), подписка - ₽990/месяц.",['AFKS'],[],['AFKS'],True,AFKS,"АФК ""Система""",конгломерат,industry,"Используй систему Технического анализа от группы headlines. Мы ежедневно отслеживаем около 50 инструментов: акции РФ, FOREX, акции США, индексы, золото, серебро, нефть, природный газ, крипту. На графике можно видеть, как хорошо отработала система по индексу Hong Kong 50. Цифры над графиком означают, что нужно держать длинную позицию. Больше графиков с рейтингами в headlines TA( подписка - 990месяц.",0.03508771929824561,0.0,0.9824561403508771,0.017543859649122806,neutral,False,False,False,False,False,False,False,False,1,neutral
54683,2025-03-31,"[Система тех.анализа headlines](https://t.me/headlines_TA_bot) с начала года до середины марта преимущественно выступала за удержание короткой позиции по фьючерсу Si (USDRUB).

__* если цифры расположены внизу, значит нужно держать короткую позицию__

Согласно [SENTIMENT-элементу](https://t.me/headlines_sentiment_bot), от 70% до 90% частных трейдеров всё это время держали лонг.",['AFKS'],[],['AFKS'],True,AFKS,"АФК ""Система""",конгломерат,industry,". если цифры расположены внизу, значит нужно держать короткую позицию Согласно SENTIMENT-элементу( от 70 до 90 частных трейдеров всё это время держали лонг.",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
69343,2025-04-01,"#Политика
**Исполнение** **договорённостей между Россией и Украиной по прекращению взаимных ударов по энергосистемам – один из вопросов обсуждения на совещании Президента с постоянными членами Совета Безопасности** — Кремль",['AFKS'],[],['AFKS'],True,AFKS,"АФК ""Система""",конгломерат,industry,Политика Исполнение договорённостей между Россией и Украиной по прекращению взаимных ударов по энергосистемам один из вопросов обсуждения на совещании Президента с постоянными членами Совета Безопасности Кремль,0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
69429,2025-04-03,"#ЦБРФ**
**Банковская система РФ остается здоровой — глава ЦБ РФ Набиуллина",['AFKS'],[],['AFKS'],False,AFKS,"АФК ""Система""",конгломерат,industry,ЦБРФ Банковская система РФ остается здоровой глава ЦБ РФ Набиуллина,0.0,0.0,1.0,0.0,neutral,False,False,False,True,False,False,False,True,2,neutral
69580,2025-04-07,"#Макро 
Многосторонняя торговая система находится в кризисе, необходимо коллективно защищать международные правила под эгидой ВТО — министр экономического развития Решетников",['AFKS'],[],['AFKS'],False,AFKS,"АФК ""Система""",конгломерат,industry,"Макро Многосторонняя торговая система находится в кризисе, необходимо коллективно защищать международные правила под эгидой ВТО министр экономического развития Решетников",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,True,True,1,neutral
55272,2025-04-08,"❕ Движения >5% по итогам вчерашнего дня:

   `VSMO    ВСМПО-АВСМ   -5.06%`
   `SVAV    СОЛЛЕРС      -5.13%`
   `MBNK    МТС Банк     -5.21%`
   `TGKN    ТГК-14       -5.32%`
   `BELU    НоваБев ао   -5.51%`
   `WUSH    iВУШХолднг   -5.71%`
   `TRMK    ТМК ао       -5.93%`
   `AFKS    Система ао   -6.29%`
   `ENPG    ЭН+ГРУП ао   -6.42%`
   `IVAT    iИВА         -6.76%`
   `LSRG    ЛСР ао       -7.07%`
   `MRKS    РсетСиб ао   -7.54%`
   `RAGR    Русагро      -8.13%`
   `SELG    Селигдар     -8.21%`
   `RNFT    РуссНфт ао   -8.59%`
   `CNRU    ЦИАН         -9.14%`

__* среди российских акций 1 и 2 эшелонов с учётом утренней, основной и вечерней сессий__","['AFKS', 'MTSS']",[],"['AFKS', 'MTSS']",False,AFKS,"АФК ""Система""",конгломерат,industry,"Движения 5 по итогам вчерашнего дня: VSMO ВСМПО-АВСМ -5.06 SVAV СОЛЛЕРС -5.13 MBNK МТС Банк -5.21 TGKN ТГК-14 -5.32 BELU НоваБев ао -5.51 WUSH iВУШХолднг -5.71 TRMK ТМК ао -5.93 AFKS Система ао -6.29 ENPG ЭНГРУП ао -6.42 IVAT iИВА -6.76 LSRG ЛСР ао -7.07 MRKS РсетСиб ао -7.54 RAGR Русагро -8.13 SELG Селигдар -8.21 RNFT РуссНфт ао -8.59 CNRU ЦИАН -9.14 среди российских акций 1 и 2 эшелонов с учётом утренней, основной и вечерней сессий",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
55339,2025-04-09,"❕ Движения >5% по итогам вчерашнего дня:

   `TGKN    ТГК-14      +13.85%`
   `CBOM    МКБ ао       -5.42%`
   `MTLR    Мечел ао     -5.50%`
   `TRMK    ТМК ао       -5.60%`
   `MTLRP   Мечел ап     -5.67%`
   `NVTK    Новатэк ао   -5.73%`
   `CHMF    СевСт-ао     -5.75%`
   `RNFT    РуссНфт ао   -5.89%`
   `PIKK    ПИК ао       -6.03%`
   `SMLT    Самолет ао   -6.23%`
   `VKCO    МКПАО ""ВК""   -6.26%`
   `AFKS    Система ао   -6.37%`
   `ENPG    ЭН+ГРУП ао   -8.43%`

__* среди российских акций 1 и 2 эшелонов с учётом утренней, основной и вечерней сессий__","['NVTK', 'AFKS']",[],"['AFKS', 'NVTK']",False,AFKS,"АФК ""Система""",конгломерат,industry,"Движения 5 по итогам вчерашнего дня: TGKN ТГК-14 13.85 CBOM МКБ ао -5.42 MTLR Мечел ао -5.50 TRMK ТМК ао -5.60 MTLRP Мечел ап -5.67 NVTK Новатэк ао -5.73 CHMF СевСт-ао -5.75 RNFT РуссНфт ао -5.89 PIKK ПИК ао -6.03 SMLT Самолет ао -6.23 VKCO МКПАО ""ВК"" -6.26 AFKS Система ао -6.37 ENPG ЭНГРУП ао -8.43 среди российских акций 1 и 2 эшелонов с учётом утренней, основной и вечерней сессий",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
55462,2025-04-10,"❕ Движения >5% по итогам вчерашнего дня:

   `TRMK    ТМК ао       +9.64%`
   `VTBR    ВТБ ао       +8.15%`
   `SMLT    Самолет ао   +7.50%`
   `AFKS    Система ао   +7.19%`
   `FESH    ДВМП ао      +7.14%`
   `WUSH    iВУШХолднг   +6.99%`
   `MTLR    Мечел ао     +6.92%`
   `MTSS    МТС-ао       +6.90%`
   `CHMF    СевСт-ао     +6.63%`
   `OGKB    ОГК-2 ао     +6.53%`
   `MAGN    ММК          +6.41%`
   `RTKMP   Ростел -ап   +6.20%`
   `MSNG    +МосЭнерго   +6.13%`
   `RUAL    РУСАЛ ао     +6.02%`
   `SGZH    Сегежа       +5.87%`
   `NLMK    НЛМК ао      +5.85%`
   `TGKA    ТГК-1        +5.72%`
   `RAGR    Русагро      -6.11%`
   `TGKN    ТГК-14       -6.87%`
   `VSEH    ВИ.ру        -7.99%`

__* среди российских акций 1 и 2 эшелонов с учётом утренней, основной и вечерней сессий__","['MTSS', 'VTBR', 'AFKS', 'MAGN', 'RUAL']",[],"['AFKS', 'MAGN', 'MTSS', 'RUAL', 'VTBR']",False,AFKS,"АФК ""Система""",конгломерат,industry,"Движения 5 по итогам вчерашнего дня: TRMK ТМК ао 9.64 VTBR ВТБ ао 8.15 SMLT Самолет ао 7.50 AFKS Система ао 7.19 FESH ДВМП ао 7.14 WUSH iВУШХолднг 6.99 MTLR Мечел ао 6.92 MTSS МТС-ао 6.90 CHMF СевСт-ао 6.63 OGKB ОГК-2 ао 6.53 MAGN ММК 6.41 RTKMP Ростел -ап 6.20 MSNG МосЭнерго 6.13 RUAL РУСАЛ ао 6.02 SGZH Сегежа 5.87 NLMK НЛМК ао 5.85 TGKA ТГК-1 5.72 RAGR Русагро -6.11 TGKN ТГК-14 -6.87 VSEH ВИ.ру -7.99 среди российских акций 1 и 2 эшелонов с учётом утренней, основной и вечерней сессий",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
69777,2025-04-11,"**Что подорожало сильнее всего и меньше всего с 2016* года в Москве? ****#цифры****
**
👉 Акции плохо справлялись с защитой от инфляции. Акции - это активное вовлечение с целью купить по лоям, продать по хаям.

👉 Жилье (для владения и сдачи в аренду) хорошо защищает от базовых инфляционных процессов - роста стоимости энергии, локальных услуг, инфляции в целом. Но не всегда защищает от роста цен на импортные товары и услуги.

✍️ Кольцо обручальное золотое +252%
✍️ Картофель +246%
✍️ Икра +192%
✍️ Легковой а/м отечественный новый +171%
✍️ Поездка в Турцию: +164% (с янв. 2021)
✍️ Бананы +160%
✍️ Смартфоны +149%
✍️ Огурцы +144%
✍️ Аспирин +131%
✍️ Поездка на такси +116%
✍️ Посещение врача +114%
✍️ Онлайн видео-сервисы +113% (с янв. 2021)
✍️ УЗИ +111%
✍️ **Аренда однушки +109%**
✍️ Легковой а/м импортный подержанный +108%
✍️ Говядина +107%
✍️ Помидоры +107%
✍️ Рыба +104%
✍️ Проживание в студенческой общаге +103%
✍️ Поездка в метро +95%
✍️ **Покупка квартиры в Москве +93%**
✍️ Стрижка мужская +82%
✍️ Яйца куриные +75%
✍️ **Инфляция +66%**
✍️ Бензин АИ-95 +64%
✍️ Электричество +63%
✍️ Окорочка куриные +60%
✍️ Валидол +50%
✍️ Молоко +49%
✍️ Газ сетевой +46%
✍️ **Доллар +41%**
✍️ Телевизоры +40%
✍️ Носки мужские +34%
✍️ **Акции +27% (с дивидендами +94%)**
✍️ Супрастин +13%
✍️ Флеш-накопитель +7%
✍️ Абонентская плата за доступ в Интернет -34%

__*Анализ ведётся с декабря 2016 года, поскольку именно с этого периода доступны достоверные и систематизированные данные по жилищному индексу от платформы Домклик.__

[Аналитика](https://t.me/AK47pfl/19688) by 😀 @AK47pfl",['AFKS'],[],['AFKS'],True,AFKS,"АФК ""Система""",конгломерат,industry,"Что подорожало сильнее всего и меньше всего с 2016 года в Москве? цифры Акции плохо справлялись с защитой от инфляции. Акции - это активное вовлечение с целью купить по лоям, продать по хаям. Жилье (для владения и сдачи в аренду) хорошо защищает от базовых инфляционных процессов - роста стоимости энергии, локальных услуг, инфляции в целом. Но не всегда защищает от роста цен на импортные товары и услуги. Кольцо обручальное золотое 252 Картофель 246 Икра 192 Легковой ам отечественный новый 171 Поездка в Турцию: 164 (с янв. 2021) Бананы 160 Смартфоны 149 Огурцы 144 Аспирин 131 Поездка на такси 116 Посещение врача 114 Онлайн видео-сервисы 113 (с янв. 2021) УЗИ 111 Аренда однушки 109 Легковой ам импортный подержанный 108 Говядина 107 Помидоры 107 Рыба 104 Проживание в студенческой общаге 103 Поездка в метро 95 Покупка квартиры в Москве 93 Стрижка мужская 82 Яйца куриные 75 Инфляция 66 Бензин АИ-95 64 Электричество 63 Окорочка куриные 60 Валидол 50 Молоко 49 Газ сетевой 46 Доллар 41 Телевизоры 40 Носки мужские 34 Акции 27 (с дивидендами 94) Супрастин 13 Флеш-накопитель 7 Абонентская плата за доступ в Интернет -34 Анализ ведётся с декабря 2016 года, поскольку именно с этого периода доступны достоверные и систематизированные данные по жилищному индексу от платформы Домклик. Аналитика( by AK47pfl",0.0,0.004784688995215311,0.9904306220095693,0.004784688995215311,neutral,False,True,False,False,False,False,True,True,2,neutral
55687,2025-04-12,"❕ Движения >5% по итогам вчерашнего дня:

   `SMLT    Самолет ао   +6.47%`
   `AFKS    Система ао   +5.72%`
   `NLMK    НЛМК ао      +5.42%`

__* среди российских акций 1 и 2 эшелонов с учётом утренней, основной и вечерней сессий__",['AFKS'],[],['AFKS'],False,AFKS,"АФК ""Система""",конгломерат,industry,"Движения 5 по итогам вчерашнего дня: SMLT Самолет ао 6.47 AFKS Система ао 5.72 NLMK НЛМК ао 5.42 среди российских акций 1 и 2 эшелонов с учётом утренней, основной и вечерней сессий",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
