id,date,text,tickers,tickers_from_tags,tickers_from_keywords,has_media,ticker,company_name,industry,news_type,clean_text,sentiment_compound,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_category,event_earnings,event_dividends,event_mergers_acquisitions,event_regulatory,event_management,event_products,event_macroeconomic,has_event,event_impact,event_direction
67570,2025-01-16,"#Политика
🇮🇱 ХАМАС и Израиль подписали соглашение о прекращении огня в секторе Газа —  телеканал Al Arabiya",['GAZP'],[],['GAZP'],False,GAZP,Газпром,газ,industry,Политика ХАМАС и Израиль подписали соглашение о прекращении огня в секторе Газа телеканал Al Arabiya,0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67583,2025-01-17,"#GAZP
**Газпром — максимум с 11 ноября 2024**",['GAZP'],['GAZP'],[],True,GAZP,Газпром,газ,company_specific,GAZP Газпром максимум с 11 ноября 2024,0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67610,2025-01-20,"#Газ #Политика
**Еврокомиссия намерена добиваться полного прекращения импорта российского газа** — представитель ЕК",['GAZP'],[],['GAZP'],False,GAZP,Газпром,газ,industry,Газ Политика Еврокомиссия намерена добиваться полного прекращения импорта российского газа представитель ЕК,0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67648,2025-01-21,"#Политика #Газ
Премьер-министр Словакии Фицо обратился к президенту Турции Эрдогану с просьбой помочь с поставками российского газа через Турецкий поток",['GAZP'],[],['GAZP'],False,GAZP,Газпром,газ,industry,Политика Газ Премьер-министр Словакии Фицо обратился к президенту Турции Эрдогану с просьбой помочь с поставками российского газа через Турецкий поток,0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,True,True,1,neutral
67660,2025-01-21,"#Газ
Португалия намерена экспортировать больше СПГ из США и Нигерии и полностью отказаться от российского газа — Reuters

В 2024 году на российский СПГ пришлось 4.4% всех поставок газа в Португалию. 51% — из Нигерии, еще 40% — из США",['GAZP'],[],['GAZP'],False,GAZP,Газпром,газ,industry,"Газ Португалия намерена экспортировать больше СПГ из США и Нигерии и полностью отказаться от российского газа Reuters В 2024 году на российский СПГ пришлось 4.4 всех поставок газа в Португалию. 51 из Нигерии, еще 40 из США",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67669,2025-01-22,"#Макро
**📊**** Динамика акций из индекса голубых фишек Мосбиржи с минимумов октября 2022 года**

Без учета дивидендов

**Лидеры роста:**
1️⃣ Хэдхантер +224% 
2️⃣ Полюс +200%
3️⃣ Мосбиржа +171%

**Лидеры падения:**
1️⃣ Норникель: -0.08%
2️⃣ Алроса: -14%
3️⃣ Газпром: -16%","['GMKN', 'GAZP', 'ALRS']",[],"['GAZP', 'GMKN', 'ALRS']",True,GAZP,Газпром,газ,industry,Макро Динамика акций из индекса голубых фишек Мосбиржи с минимумов октября 2022 года Без учета дивидендов Лидеры роста: 1 Хэдхантер 224 2 Полюс 200 3 Мосбиржа 171 Лидеры падения: 1 Норникель: -0.08 2 Алроса: -14 3 Газпром: -16,0.0,0.0,1.0,0.0,neutral,False,True,False,False,False,False,False,True,2,neutral
67693,2025-01-22,"#Макро
Путин назвал успешным 2024 год для российской экономики — РБК

**Кроме того, по его словам, дополнительные нефтегазовые доходы российской казны в прошлом году составили 1.3 трлн руб.,** а не связанные с продажей нефти и газа поступления прибавили 26%, составив 25.6 трлн руб.
Это почти на 800 млрд руб. больше, чем правительство предполагало осенью.",['GAZP'],[],['GAZP'],False,GAZP,Газпром,газ,industry,"Макро Путин назвал успешным 2024 год для российской экономики РБК Кроме того, по его словам, дополнительные нефтегазовые доходы российской казны в прошлом году составили 1.3 трлн руб., а не связанные с продажей нефти и газа поступления прибавили 26, составив 25.6 трлн руб. Это почти на 800 млрд руб. больше, чем правительство предполагало осенью.",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67711,2025-01-23,"#GAZP #STKG #YROG #KLOG #RTGZ
**⛽️**** В России цены на газ должны достигнуть уровня, обеспечивающего финансирование проектов газификации и реализации крупных инвестиционных проектов** — начальник отдела ПАО ""Газпром"" Алексей Сахаров в Госдуме — [Интерфакс](https://www.interfax.ru/business/1004282).

Текущий уровень регулируемых оптовых цен на газ не обеспечивает формирование финансовых ресурсов в размерах, достаточных для осуществления необходимых капитальных вложений в поддержание и развитие газовой инфраструктуры в интересах российских потребителей

Это не может не сказаться в долгосрочной перспективе на надежности газоснабжения и усложняет принятие инвестиционных решений по развитию газификации и реализации других важных инфраструктурных проектов.",['GAZP'],['GAZP'],[],False,GAZP,Газпром,газ,company_specific,"GAZP STKG YROG KLOG RTGZ В России цены на газ должны достигнуть уровня, обеспечивающего финансирование проектов газификации и реализации крупных инвестиционных проектов начальник отдела ПАО ""Газпром"" Алексей Сахаров в Госдуме Интерфакс( Текущий уровень регулируемых оптовых цен на газ не обеспечивает формирование финансовых ресурсов в размерах, достаточных для осуществления необходимых капитальных вложений в поддержание и развитие газовой инфраструктуры в интересах российских потребителей Это не может не сказаться в долгосрочной перспективе на надежности газоснабжения и усложняет принятие инвестиционных решений по развитию газификации и реализации других важных инфраструктурных проектов.",0.0,0.0,1.0,0.0,neutral,True,False,False,False,False,False,False,True,2,neutral
67712,2025-01-23,"Рост цен на газ и в частности тарифов на распределение - это как стероиды для финансовой модели облгазов.

Помните, надеюсь, прикидки вашего покорного слуги: ставишь рост тарифов на газ как хочет Газпром - получаешь целевую цену раза в 3 выше текущей. Пример для STKG на рисунке.

Подробнее в обзоре: https://teletype.in/@natgas69/stkg",['GAZP'],[],['GAZP'],True,GAZP,Газпром,газ,industry,"Рост цен на газ и в частности тарифов на распределение - это как стероиды для финансовой модели облгазов. Помните, надеюсь, прикидки вашего покорного слуги: ставишь рост тарифов на газ как хочет Газпром - получаешь целевую цену раза в 3 выше текущей. Пример для STKG на рисунке. Подробнее в обзоре:",0.08163265306122448,0.0,0.9591836734693877,0.04081632653061224,positive,True,False,False,False,False,False,False,True,2,positive
67721,2025-01-23,"🔋 **Санкции США привели к тому, что ключевые модули, предназначенные для российского «Арктик СПГ-2», **[**вернулись**](https://gcaptain.com/us-sanctions-send-key-modules-destined-for-russias-arctic-lng-2-back-to-china-after-10-month-odyssey/)** в Китай после 10-месячного путешествия**

Возвращение судна в Китай стало результатом неудачной попытки доставить критически необходимое оборудование на находящийся под санкциями российский завод «Арктик СПГ 2».

Изначально компания Wison планировала доставить модули 3-TMR-001 и 3-TMR-002 на площадку «Новатэка» в Белокаменке, где они должны были стать основой для третьей линии по сжижению газа, которая сейчас законсервирована. Однако всё более сложные условия работы с Россией из-за санкций помешали планам компании.",['GAZP'],[],['GAZP'],True,GAZP,Газпром,газ,industry,"Санкции США привели к тому, что ключевые модули, предназначенные для российского Арктик СПГ-2, вернулись( в Китай после 10-месячного путешествия Возвращение судна в Китай стало результатом неудачной попытки доставить критически необходимое оборудование на находящийся под санкциями российский завод Арктик СПГ 2. Изначально компания Wison планировала доставить модули 3-TMR-001 и 3-TMR-002 на площадку Новатэка в Белокаменке, где они должны были стать основой для третьей линии по сжижению газа, которая сейчас законсервирована. Однако всё более сложные условия работы с Россией из-за санкций помешали планам компании.",0.0,0.0,1.0,0.0,neutral,False,False,False,True,False,False,True,True,2,neutral
67737,2025-01-24,"#Газ
**Танкеры с СПГ из США резко сменили курс на Европу** — РБК

Семь танкеров с СПГ из США вместо Азии и Колумбии направились в Европу на фоне роста цен на сырье на европейском рынке после остановки транзита российского газа. Аналитики отметили необычность такого числа разворотов",['GAZP'],[],['GAZP'],False,GAZP,Газпром,газ,industry,Газ Танкеры с СПГ из США резко сменили курс на Европу РБК Семь танкеров с СПГ из США вместо Азии и Колумбии направились в Европу на фоне роста цен на сырье на европейском рынке после остановки транзита российского газа. Аналитики отметили необычность такого числа разворотов,0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67741,2025-01-24,"#Санкции #Политика
🇭🇺 Премьер Венгрии Виктор Орбан заявил, что согласится на продление антироссийских санкций только при выполнении Украиной нескольких условий. 

Среди них:
• возобновление транзит газа из РФ
• прекращение атак на «Турецкий поток»
• гарантии со стороны Киева, что транзит нефти не будет прекращен.",['GAZP'],[],['GAZP'],False,GAZP,Газпром,газ,industry,"Санкции Политика Премьер Венгрии Виктор Орбан заявил, что согласится на продление антироссийских санкций только при выполнении Украиной нескольких условий. Среди них: возобновление транзит газа из РФ прекращение атак на Турецкий поток гарантии со стороны Киева, что транзит нефти не будет прекращен.",0.0,0.0,1.0,0.0,neutral,False,False,False,True,False,False,True,True,2,neutral
67754,2025-01-24,"#Политика #Газ
Вопрос о транзите российского газа через Украину может быть поднят на заседании глав МИД стран ЕС 27 января",['GAZP'],[],['GAZP'],False,GAZP,Газпром,газ,industry,Политика Газ Вопрос о транзите российского газа через Украину может быть поднят на заседании глав МИД стран ЕС 27 января,0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67797,2025-01-27,"#GAZP #Политика
❗️Поставки российского газа в Европу нельзя возобновлять, даже когда Москва и Киев достигнут мирного соглашения, **газопроводы «Северный поток» и «Северный поток-2» должны быть демонтированы**, об этом заявил президент Польши Анджей Дуда в интервью Би-би-си.",['GAZP'],['GAZP'],[],False,GAZP,Газпром,газ,company_specific,"GAZP Политика Поставки российского газа в Европу нельзя возобновлять, даже когда Москва и Киев достигнут мирного соглашения, газопроводы Северный поток и Северный поток-2 должны быть демонтированы, об этом заявил президент Польши Анджей Дуда в интервью Би-би-си.",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67779,2025-01-27,"#Политика #Газ
**Еврокомиссия продолжит переговоры с Украиной о транзите российского газа** — [Reuters](https://www.reuters.com/world/europe/eu-commission-says-it-will-continue-gas-supply-talks-with-ukraine-2025-01-27/)

В переговорный процесс будут вовлечены Венгрия со Словакией.",['GAZP'],[],['GAZP'],False,GAZP,Газпром,газ,industry,Политика Газ Еврокомиссия продолжит переговоры с Украиной о транзите российского газа Reuters( В переговорный процесс будут вовлечены Венгрия со Словакией.,0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67809,2025-01-28,"#Газ 
**В Германии растет спрос на российский СПГ через европейские порты **— FT

Германия по-прежнему закупает значительные объёмы российского сжиженного природного газа через другие страны ЕС, несмотря на то, что Берлин отказался от прямых поставок российского топлива.

Согласно отчёту бельгийских, немецких и украинских неправительственных организаций, в прошлом году немецкая национальная энергетическая компания Sefe закупила 58 партий российского СПГ через французский порт Дюнкерк —** более чем в шесть раз больше, чем в 2023 году**.",['GAZP'],[],['GAZP'],False,GAZP,Газпром,газ,industry,"Газ В Германии растет спрос на российский СПГ через европейские порты FT Германия по-прежнему закупает значительные объёмы российского сжиженного природного газа через другие страны ЕС, несмотря на то, что Берлин отказался от прямых поставок российского топлива. Согласно отчёту бельгийских, немецких и украинских неправительственных организаций, в прошлом году немецкая национальная энергетическая компания Sefe закупила 58 партий российского СПГ через французский порт Дюнкерк более чем в шесть раз больше, чем в 2023 году.",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67815,2025-01-28,"#Газ #Политика
Россия заинтересована в поставках газа в Венгрию и Словакию в случае возобновления транзита через Украину — пресс-секретарь президента РФ Песков",['GAZP'],[],['GAZP'],False,GAZP,Газпром,газ,industry,Газ Политика Россия заинтересована в поставках газа в Венгрию и Словакию в случае возобновления транзита через Украину пресс-секретарь президента РФ Песков,0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,True,True,1,neutral
67824,2025-01-28,"#GAZP
**Nord Stream 2 AG получила от Дании разрешение на работы по сохранению повреждённого газопровода** — Интерфакс

**Речь идет об установке специально изготовленных заглушек на открытых концах трубы для предотвращения поступления внутрь соленой морской воды и выхода в атмосферу газа.**

По оценке регулятора, работы могут быть проведены во втором или третьем квартале 2025 года и, как ожидается, продлится 2-3 недели.

Морской газопровод ""Северный поток 2"" мощностью 55 млрд куб. м газа в год проходит от компрессорной станции ""Славянская"" в Кингисеппском районе Ленинградской области России до балтийского побережья Германии. Власти ФРГ остановили процесс сертификации магистрали, а США внесли проектную компанию Nord Stream 2 AG в санкционный список.

Обе нитки трубопровода были заполнены газом и подготовлены к работе. Одна из них получила повреждения в результате мощных взрывов в сентябре 2022 года.",['GAZP'],['GAZP'],[],False,GAZP,Газпром,газ,company_specific,"GAZP Nord Stream 2 AG получила от Дании разрешение на работы по сохранению повреждённого газопровода Интерфакс Речь идет об установке специально изготовленных заглушек на открытых концах трубы для предотвращения поступления внутрь соленой морской воды и выхода в атмосферу газа. По оценке регулятора, работы могут быть проведены во втором или третьем квартале 2025 года и, как ожидается, продлится 2-3 недели. Морской газопровод ""Северный поток 2"" мощностью 55 млрд куб. м газа в год проходит от компрессорной станции ""Славянская"" в Кингисеппском районе Ленинградской области России до балтийского побережья Германии. Власти ФРГ остановили процесс сертификации магистрали, а США внесли проектную компанию Nord Stream 2 AG в санкционный список. Обе нитки трубопровода были заполнены газом и подготовлены к работе. Одна из них получила повреждения в результате мощных взрывов в сентябре 2022 года.",0.0,0.0,1.0,0.0,neutral,True,False,False,True,False,False,False,True,3,neutral
67825,2025-01-28,"АКЦИИ ""ГАЗПРОМА"" ВЫРОСЛИ НА 3,3% НА НОВОСТИ О ТОМ, ЧТО NORD STREAM 2 AG ПОЛУЧИЛ РАЗРЕШЕНИЕ НА РАБОТЫ ПО СОХРАНЕНИЮ ПОВРЕЖДЕННОГО ГАЗОПРОВОДА

Даже странно, что это не было сделано раньше. Банально с точки зрения природоохраны. Зачем на этом расти на 3%...",['GAZP'],[],['GAZP'],False,GAZP,Газпром,газ,industry,"АКЦИИ ""ГАЗПРОМА"" ВЫРОСЛИ НА 3,3 НА НОВОСТИ О ТОМ, ЧТО NORD STREAM 2 AG ПОЛУЧИЛ РАЗРЕШЕНИЕ НА РАБОТЫ ПО СОХРАНЕНИЮ ПОВРЕЖДЕННОГО ГАЗОПРОВОДА Даже странно, что это не было сделано раньше. Банально с точки зрения природоохраны. Зачем на этом расти на 3...",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67844,2025-01-30,"#Политика #Газ
**Европейские чиновники обсуждают, стоит ли возобновить закупки российского трубопроводного газа в рамках возможного соглашения по Украине** — Financial Times

Сторонники этого шага утверждают, что мера приведет к снижению высоких цен на энергоносители в Европе, побудит Москву сесть за стол переговоров и даст России и Украине основание для введения и поддержания режима прекращения огня.

Однако идея возобновления поставок российского газа в Европу, даже на этапе предварительных обсуждений, уже вызвала негативную реакцию среди ближайших союзников Украины в ЕС.",['GAZP'],[],['GAZP'],False,GAZP,Газпром,газ,industry,"Политика Газ Европейские чиновники обсуждают, стоит ли возобновить закупки российского трубопроводного газа в рамках возможного соглашения по Украине Financial Times Сторонники этого шага утверждают, что мера приведет к снижению высоких цен на энергоносители в Европе, побудит Москву сесть за стол переговоров и даст России и Украине основание для введения и поддержания режима прекращения огня. Однако идея возобновления поставок российского газа в Европу, даже на этапе предварительных обсуждений, уже вызвала негативную реакцию среди ближайших союзников Украины в ЕС.",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67867,2025-01-30,"#GAZP
**Вице-премьер Новак о газовом рынке**

• Амурский ГПЗ выйдет на полную мощность в 2025 году.
**• Поставки в Китай по Силе Сибири в 2024 году превысили контрактные обязательства.**
• Газификация РФ на конец 2024 года достигла 74.7% (годом ранее — 73.8%).
• Добыча газа выросла на 7.6%, до 685 млрд куб. м.
• Восстановление добычи связано с ростом внутреннего спроса, развитием нефтегазохимии и увеличением экспорта.",['GAZP'],['GAZP'],[],False,GAZP,Газпром,газ,company_specific,"GAZP Вице-премьер Новак о газовом рынке Амурский ГПЗ выйдет на полную мощность в 2025 году. Поставки в Китай по Силе Сибири в 2024 году превысили контрактные обязательства. Газификация РФ на конец 2024 года достигла 74.7 (годом ранее 73.8). Добыча газа выросла на 7.6, до 685 млрд куб. м. Восстановление добычи связано с ростом внутреннего спроса, развитием нефтегазохимии и увеличением экспорта.",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67869,2025-01-30,"#GAZP #Прогноз
🔮 Газпромбанк считает, что рынок недооценивает акции Газпрома

Таргет: 175 руб (+26%). Рекомендация Покупать",['GAZP'],['GAZP'],[],True,GAZP,Газпром,газ,company_specific,"GAZP Прогноз Газпромбанк считает, что рынок недооценивает акции Газпрома Таргет: 175 руб (26). Рекомендация Покупать",0.0,0.0,1.0,0.0,neutral,False,True,False,False,False,False,False,True,2,neutral
67872,2025-01-30,"#NVTK
**Ямал СПГ подключил новый газовоз для перевалки СПГ в Мурманске — LSEG** 

Завод Ямал СПГ, принадлежащий российскому Новатэку , пополнил танкерный флот еще одним газовозом для перевалки сжиженного природного газа в Мурманской области по схеме борт-в-борт, следует из данных LSEG.

СПГ-танкер North Moon сейчас находится около острова Кильдин, где СПГ с Ямала перегружается с танкеров усиленного ледового класса Arc7. Это уже четвертый новый танкер, который используется для перевалки в Мурманске ямальского газа в преддверии вступления ограничений на перегрузку в европейских портах СПГ из России для продажи в третьих странах. Запрет начнет действовать в конце марта 2025 года.",['GAZP'],[],['GAZP'],False,GAZP,Газпром,газ,industry,"NVTK Ямал СПГ подключил новый газовоз для перевалки СПГ в Мурманске LSEG Завод Ямал СПГ, принадлежащий российскому Новатэку , пополнил танкерный флот еще одним газовозом для перевалки сжиженного природного газа в Мурманской области по схеме борт-в-борт, следует из данных LSEG. СПГ-танкер North Moon сейчас находится около острова Кильдин, где СПГ с Ямала перегружается с танкеров усиленного ледового класса Arc7. Это уже четвертый новый танкер, который используется для перевалки в Мурманске ямальского газа в преддверии вступления ограничений на перегрузку в европейских портах СПГ из России для продажи в третьих странах. Запрет начнет действовать в конце марта 2025 года.",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67876,2025-01-30,"#GAZP
Эксперты фиксируют переток капитала из акций американских техов в газовый сектор РФ",['GAZP'],['GAZP'],[],True,GAZP,Газпром,газ,company_specific,GAZP Эксперты фиксируют переток капитала из акций американских техов в газовый сектор РФ,0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67877,2025-01-30,"#APRI
**АПРИ намерен весной определиться с размером дивидендов за 2024г, будет учитывать ситуацию с ключевой ставкой**
Девелопер ""АПРИ"" намерен учитывать динамику ключевой ставки ЦБ РФ при определении размера дивидендов по итогам 2024 года, сообщил председатель совета директоров ""АПРИ"" Алексей Овакимян в эфире телеграм-канала ""Газпромбанк Инвестиции"" в четверг.

[APRI](https://www.tinkoff.ru/invest/stocks/APRI?utm_source=security_share) 13.664₽

👉[Полная новость](http://telegra.ph/APRI-nameren-vesnoj-opredelitsya-s-razmerom-dividendov-za-2024g-budet-uchityvat-situaciyu-s-klyuchevoj-stavkoj-01-30-3)

**Замечено Шпионом РЦБ.
Подключить:** @StockSpy_bot",['GAZP'],[],['GAZP'],False,GAZP,Газпром,газ,industry,"APRI АПРИ намерен весной определиться с размером дивидендов за 2024г, будет учитывать ситуацию с ключевой ставкой Девелопер ""АПРИ"" намерен учитывать динамику ключевой ставки ЦБ РФ при определении размера дивидендов по итогам 2024 года, сообщил председатель совета директоров ""АПРИ"" Алексей Овакимян в эфире телеграм-канала ""Газпромбанк Инвестиции"" в четверг. APRI( 13.664 Полная новость( Замечено Шпионом РЦБ. Подключить: StockSpy_bot",0.0,0.0,1.0,0.0,neutral,False,True,False,True,True,False,False,True,3,neutral
67874,2025-01-30,"⬆️ **#GAZP**** 150.0M₽ +0.10%**

🔷 **Аномальный объем **
[**Газпром**](https://www.tinkoff.ru/invest/stocks/GAZP?utm_source=security_share)

Объём: 150.0M₽ (107130 лотов)
Покупка: 84% Продажа: 16%
Цена: 140.02₽

Изменение цены:
    на объеме: +0.10%
    за сегодня: +2.17%

Время: 2025-01-30 18:15:15
**Замечено Шпионом РЦБ.**
**Подключить: ****@StockSpy_bot**",['GAZP'],['GAZP'],[],False,GAZP,Газпром,газ,company_specific,GAZP 150.0M 0.10 Аномальный объем Газпром( Объём: 150.0M (107130 лотов) Покупка: 84 Продажа: 16 Цена: 140.02 Изменение цены: на объеме: 0.10 за сегодня: 2.17 Время: 2025-01-30 18:15:15 Замечено Шпионом РЦБ. Подключить: StockSpy_bot,0.0,0.0,1.0,0.0,neutral,False,False,False,True,False,False,False,True,2,neutral
67882,2025-01-31,"#GAZP 
ЕВРОКОМИССИЯ ПООБЕЩАЛА ВЕНГРИИ ДОБИВАТЬСЯ ОТ УКРАИНЫ ВОЗОБНОВЛЕНИЯ ТРАНЗИТА ГАЗА ИЗ РФ — ОРБАН

ВЕНГРИЯ ЧЕРЕЗ ПОЛГОДА ВЕТИРУЕТ ПРОДЛЕНИЕ САНКЦИЙ ПРОТИВ РОССИИ, ЕСЛИ ЕК НЕ ВЫПОЛНИТ ДАННЫЕ ГАРАНТИИ ПО ЭНЕРГОБЕЗОПАСНОСТИ - ОРБАН",['GAZP'],['GAZP'],[],False,GAZP,Газпром,газ,company_specific,"GAZP ЕВРОКОМИССИЯ ПООБЕЩАЛА ВЕНГРИИ ДОБИВАТЬСЯ ОТ УКРАИНЫ ВОЗОБНОВЛЕНИЯ ТРАНЗИТА ГАЗА ИЗ РФ ОРБАН ВЕНГРИЯ ЧЕРЕЗ ПОЛГОДА ВЕТИРУЕТ ПРОДЛЕНИЕ САНКЦИЙ ПРОТИВ РОССИИ, ЕСЛИ ЕК НЕ ВЫПОЛНИТ ДАННЫЕ ГАРАНТИИ ПО ЭНЕРГОБЕЗОПАСНОСТИ - ОРБАН",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67885,2025-01-31,"#GAZP
Экспорт Газпрома по Турецкому потоку в Европу в январе достиг рекорда — Reuters",['GAZP'],['GAZP'],[],False,GAZP,Газпром,газ,company_specific,GAZP Экспорт Газпрома по Турецкому потоку в Европу в январе достиг рекорда Reuters,0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67899,2025-01-31,"#GAZP
❗️ Газпром 3 февраля — СД о подготовке к собранию акционеров

В повестке:
• проведение Общего собрания акционеров
• рассмотрение предложений по выдвижению кандидатов в Ревизионную комиссию, а также вопросов в повестку дня Общего собрания акционеров.",['GAZP'],['GAZP'],[],False,GAZP,Газпром,газ,company_specific,"GAZP Газпром 3 февраля СД о подготовке к собранию акционеров В повестке: проведение Общего собрания акционеров рассмотрение предложений по выдвижению кандидатов в Ревизионную комиссию, а также вопросов в повестку дня Общего собрания акционеров.",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67910,2025-02-03,"#Газ #GAZP
**Поставки газа в ЕС по «Турецкому потоку» в январе установили рекорд **— Ведомости

Дополнительный спрос обеспечили Венгрия и европейские трейдеры. 

Поставки российского газа в страны Евросоюза (ЕС) по газопроводу «Турецкий поток» в январе 2024 г. выросли на 27% к показателю января прошлого года и достигли 1.56 млрд куб. м

По сравнению с декабрём — рост на 2%.",['GAZP'],['GAZP'],[],False,GAZP,Газпром,газ,company_specific,Газ GAZP Поставки газа в ЕС по Турецкому потоку в январе установили рекорд Ведомости Дополнительный спрос обеспечили Венгрия и европейские трейдеры. Поставки российского газа в страны Евросоюза (ЕС) по газопроводу Турецкий поток в январе 2024 г. выросли на 27 к показателю января прошлого года и достигли 1.56 млрд куб. м По сравнению с декабрём рост на 2.,0.03508771929824561,0.0,0.9824561403508771,0.017543859649122806,neutral,False,False,False,False,False,False,False,False,1,neutral
67947,2025-02-03,"⬇️ **#GAZP**** 174.4M₽ -0.36%**

🔷 **Аномальный объем **
[**Газпром**](https://www.tinkoff.ru/invest/stocks/GAZP?utm_source=security_share)

Объём: 174.4M₽ (125458 лотов)
Покупка: 2% Продажа: 98%
Цена: 139.0₽

Изменение цены:
    на объеме: -0.36%
    за сегодня: -1.31%

Время: 2025-02-03 18:11:41
**Замечено Шпионом РЦБ.**
**Подключить: ****@StockSpy_bot**",['GAZP'],['GAZP'],[],False,GAZP,Газпром,газ,company_specific,GAZP 174.4M -0.36 Аномальный объем Газпром( Объём: 174.4M (125458 лотов) Покупка: 2 Продажа: 98 Цена: 139.0 Изменение цены: на объеме: -0.36 за сегодня: -1.31 Время: 2025-02-03 18:11:41 Замечено Шпионом РЦБ. Подключить: StockSpy_bot,0.0,0.0,1.0,0.0,neutral,False,False,False,True,False,False,False,True,2,neutral
67961,2025-02-04,"#Политика
Британия надеется избежать пошлин Трампа, увеличив закупки газа и оружия у США — Politico",['GAZP'],[],['GAZP'],False,GAZP,Газпром,газ,industry,"Политика Британия надеется избежать пошлин Трампа, увеличив закупки газа и оружия у США Politico",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
67989,2025-02-05,"#GAZP
**СД Газпрома назначил ГОСА на 26 июня, утвердил повестку, включая вопрос о дивидендах** (обязательный вопрос)

Рекомендации по дивидендам пока нет.",['GAZP'],['GAZP'],[],False,GAZP,Газпром,газ,company_specific,"GAZP СД Газпрома назначил ГОСА на 26 июня, утвердил повестку, включая вопрос о дивидендах (обязательный вопрос) Рекомендации по дивидендам пока нет.",0.0,0.0,1.0,0.0,neutral,False,True,False,False,False,False,False,True,2,neutral
68012,2025-02-05,"#Нефтянка
**🛢**** Нефтяные доходы России в январе остались на уровне декабря, по предварительным оценкам** — Bloomberg

В январе в бюджет РФ в виде налогов от нефтяного сектора поступило 572.6 млрд руб (+14% г/г).

Общие поступления в бюджет РФ от нефти и газа составили 789.1 млрд руб (+17% г/г).

Показатели на уровне декабря. 

Bloomberg отмечает, что пока цифры не отражают влияние масштабных санкций США, которые администрация Байдена ввела перед уходом.",['GAZP'],[],['GAZP'],True,GAZP,Газпром,газ,industry,"Нефтянка Нефтяные доходы России в январе остались на уровне декабря, по предварительным оценкам Bloomberg В январе в бюджет РФ в виде налогов от нефтяного сектора поступило 572.6 млрд руб (14 гг). Общие поступления в бюджет РФ от нефти и газа составили 789.1 млрд руб (17 гг). Показатели на уровне декабря. Bloomberg отмечает, что пока цифры не отражают влияние масштабных санкций США, которые администрация Байдена ввела перед уходом.",0.0,0.0,1.0,0.0,neutral,False,False,False,False,False,False,False,False,1,neutral
68019,2025-02-05,"#GAZP
**Росстат: добыча газа в РФ в 2024г выросла на 7%, до 685 млрд куб. м**
Добыча природного газа в РФ в 2024 году составила 684,8 млрд куб. м, что на 7,4% выше, чем за 2023 год (637,638 млрд куб. м), сообщил Росстат.

[GAZP](https://www.tinkoff.ru/invest/stocks/GAZP?utm_source=security_share) 139.15₽

👉[Полная новость](http://telegra.ph/Rosstat-dobycha-gaza-v-RF-v-2024g-vyrosla-na-7-do-685-mlrd-kub-m-02-05-2)

**Замечено Шпионом РЦБ.
Подключить:** @StockSpy_bot",['GAZP'],['GAZP'],[],False,GAZP,Газпром,газ,company_specific,"GAZP Росстат: добыча газа в РФ в 2024г выросла на 7, до 685 млрд куб. м Добыча природного газа в РФ в 2024 году составила 684,8 млрд куб. м, что на 7,4 выше, чем за 2023 год (637,638 млрд куб. м), сообщил Росстат. GAZP( 139.15 Полная новость( Замечено Шпионом РЦБ. Подключить: StockSpy_bot",0.0,0.0,1.0,0.0,neutral,False,False,False,True,False,False,False,True,2,neutral
